iter	Logloss
0	0.6708446663
1	0.6500945819
2	0.6315911941
3	0.6147718943
4	0.6005718316
5	0.5864063706
6	0.5727200883
7	0.5602674696
8	0.5488825593
9	0.537844389
10	0.5266028887
11	0.5168441358
12	0.5067445505
13	0.498776976
14	0.4904767976
15	0.4831763298
16	0.4756397991
17	0.4701452787
18	0.4629724573
19	0.457948194
20	0.453412664
21	0.4476128472
22	0.4427030285
23	0.4384324363
24	0.4343784963
25	0.4299760682
26	0.4267117573
27	0.4231398594
28	0.4190828752
29	0.4159849416
30	0.4135718678
31	0.410390414
32	0.4078181665
33	0.4051738522
34	0.4025003617
35	0.4000977165
36	0.3974036699
37	0.3946073857
38	0.392249349
39	0.3894981252
40	0.3866698013
41	0.3846094353
42	0.3818256293
43	0.3794253352
44	0.3774608169
45	0.3752373288
46	0.3733109387
47	0.3715355541
48	0.3698001965
49	0.3680294837
50	0.3662848126
51	0.3644333225
52	0.3628551493
53	0.3611486666
54	0.3599142192
55	0.358500434
56	0.3555734592
57	0.3539913074
58	0.3525768289
59	0.3509217966
60	0.3497869044
61	0.3484008186
62	0.3469012527
63	0.3457357675
64	0.3446185077
65	0.3433917462
66	0.3418244237
67	0.3404958767
68	0.3385617405
69	0.3371585648
70	0.3361380269
71	0.334888479
72	0.3339027537
73	0.3329448182
74	0.3321154634
75	0.3306528501
76	0.3296268567
77	0.3270798973
78	0.3260827486
79	0.3246047936
80	0.3236042993
81	0.3219329307
82	0.3211046308
83	0.3196759259
84	0.3187211251
85	0.3178742887
86	0.3169810053
87	0.3161923105
88	0.3153803771
89	0.3142741187
90	0.3125321301
91	0.3114379581
92	0.3101251447
93	0.309402187
94	0.3087439116
95	0.3080291823
96	0.3073115596
97	0.3063672176
98	0.3053903537
99	0.3043210781
100	0.3037762225
101	0.3032171706
102	0.3004096439
103	0.2996151018
104	0.2989667728
105	0.2978980396
106	0.2962901476
107	0.2955837071
108	0.2951922984
109	0.2945381522
110	0.2940185547
111	0.2934861774
112	0.2926832562
113	0.2916434281
114	0.2907043909
115	0.290055218
116	0.2894658444
117	0.2888166715
118	0.2883618465
119	0.2877404032
120	0.2873954114
